,Text,Created_at,neg,neu,pos,compound,sentiment,top_10_only
10718," @pastpunditry: two years ago, @taranaburke's #metoo movement gained national prominence. a year later, renee branson and i came forward2\x806""",2019-10-15 22:50:00,0.0,0.86,0.14,0.3818,positive,"{'two', 'years', 'movement'}"
10719,luisjgomez: i2\x80\x99m literally helping #metoo movement.',2019-10-15 22:50:00,0.0,0.732,0.268,0.296,positive,set()
10720,nomoreorg: this week marks the 2nd anniversary of the #metoo hashtag2\x80\x94the beginning of a monumental shift towards exposing &amp; eliminating2\x806',2019-10-15 22:50:00,0.116,0.884,0.0,-0.2732,negative,set()
10721,last but not least i think \0\x9f4\x94 it2\x80\x99s #timesup for #metoo \0\x9f\x99\x8f2\x9a\x96f\xb8\x8f this is defeating the purpose and bringing so many false2\x806 https://t.co/shyge0tejq',2019-10-15 22:49:00,0.098,0.902,0.0,-0.3818,negative,set()
10722,thesamhita: it2\x80\x99s been 2 years since #metoo went viral. i had the pleasure of sitting down with  #metoo founder and leader @taranaburke2\x806',2019-10-15 22:49:00,0.0,0.802,0.198,0.5719,positive,{'years'}
10723,"taranaburke: tonight, on the anniversary of #metoo please join us in watching the presidential debates and sharing your concerns on soc2\x806'",2019-10-15 22:49:00,0.0,0.578,0.422,0.743,positive,set()
10724,"nywomensfdn: on this 2nd anniversary of the #metoo hashtag going viral, @taranaburke unpacks the importance of continuing to center sur2\x806'",2019-10-15 22:49:00,0.0,0.839,0.161,0.3612,positive,set()
10725,msmagazine: today marks two years since the #metoo movement went viral. https://t.co/qqhhbemhas',2019-10-15 22:49:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years', 'movement'}"
10726," @kamalaharris: for years, @taranaburke led the #metoo movement. it wasn't until this day in 2017 that sexual assault survivors worldwide2\x806""",2019-10-15 22:49:00,0.241,0.759,0.0,-0.5859,negative,{'sexual'}
10727,pastpunditry: recently @rtraister has highlighted the consequences of #metoo for the women who come forward. they are real; they are aw2\x806',2019-10-15 22:49:00,0.0,1.0,0.0,0.0,neutral,{'women'}
10728,request a meeting with us online anytime. just fill out the form and we will contact you to follow up:2\x806 https://t.co/wsoatbtkwr',2019-10-15 22:49:00,0.0,1.0,0.0,0.0,neutral,set()
10729,emarvelous: 2\x80\x9cwe need these candidates to see us as a power base. so many people engage with survivors from a place of pity.2\x80\x9d\nmy latest2\x806',2019-10-15 22:49:00,0.102,0.787,0.111,0.0516,positive,set()
10730,"nora4usa: on the 2nd anniversary of #metoo\xc20 going viral, @senatemajldr could have called a vote on the violence against women renewal a2\x806'",2019-10-15 22:49:00,0.227,0.773,0.0,-0.6249,negative,{'women'}
10731,thesamhita: it2\x80\x99s been 2 years since #metoo went viral. i had the pleasure of sitting down with  #metoo founder and leader @taranaburke2\x806',2019-10-15 22:49:00,0.0,0.802,0.198,0.5719,positive,{'years'}
10732,"#enazeda , the tunisian #metoo campaign (#\xd83\xd9\x86\xd87\xd8\xb2\xd87\xd8f\xd89) is a campaign launched in tunisia to spread awareness and encour2\x806 https://t.co/8dwuk9uzsu'",2019-10-15 22:49:00,0.0,0.933,0.067,0.128,positive,set()
10733," @betoorourke: two years ago, millions shared a hashtag, as part of a movement that changed our country. on #metoo's 2nd anniversary, let2\x806""",2019-10-15 22:49:00,0.0,0.862,0.138,0.34,positive,"{'two', 'years', 'movement'}"
10734,"taranaburke: tonight, on the anniversary of #metoo please join us in watching the presidential debates and sharing your concerns on soc2\x806'",2019-10-15 22:48:00,0.0,0.578,0.422,0.743,positive,set()
10735,bitchassbowie @el_goobling bro i #metoo when i get my cheeks clapped in fortnite season 11 \0\x9f\x98d',2019-10-15 22:48:00,0.0,1.0,0.0,0.0,neutral,set()
10736," @betoorourke: two years ago, millions shared a hashtag, as part of a movement that changed our country. on #metoo's 2nd anniversary, let2\x806""",2019-10-15 22:48:00,0.0,0.862,0.138,0.34,positive,"{'two', 'years', 'movement'}"
10737,"taranaburke: tonight, on the anniversary of #metoo please join us in watching the presidential debates and sharing your concerns on soc2\x806'",2019-10-15 22:48:00,0.0,0.578,0.422,0.743,positive,set()
10738,"nora4usa: on the 2nd anniversary of #metoo\xc20 going viral, @senatemajldr could have called a vote on the violence against women renewal a2\x806'",2019-10-15 22:48:00,0.227,0.773,0.0,-0.6249,negative,{'women'}
10739,they got their new n*gro of the month ( the metoo movement) with cuba gooding jr smh...',2019-10-15 22:48:00,0.223,0.777,0.0,-0.3182,negative,{'metoo'}
10740,"luxymoo: hey kai, remember when i told you my metoo story because our stories were so similar and asked you to keep it confidential, an2\x806'",2019-10-15 22:48:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
10741,"repzoelofgren: two years ago #metoo sparked a national conversation about workplace harassment &amp; sexual misconduct. \n\nsince then, we2\x80\x99ve2\x806'",2019-10-15 22:48:00,0.171,0.829,0.0,-0.5423,negative,"{'two', 'years', 'sexual'}"
10742,"nora4usa: on the 2nd anniversary of #metoo\xc20 going viral, @senatemajldr could have called a vote on the violence against women renewal a2\x806'",2019-10-15 22:47:00,0.227,0.773,0.0,-0.6249,negative,{'women'}
10743,taranaburke: the rate of sexual violence in indigenous communities is beyond alarming and they are the group with the largest number of2\x806',2019-10-15 22:47:00,0.331,0.592,0.077,-0.6486,negative,{'sexual'}
10744,"2\x80\x9c[#metoo] has brought the conversation so far. women are perhaps feeling more empowered to speak up, and to speak t2\x806 https://t.co/rhdln1nvfe'",2019-10-15 22:47:00,0.0,0.903,0.097,0.128,positive,{'women'}
10745,"luxymoo: hey kai, remember when i told you my metoo story because our stories were so similar and asked you to keep it confidential, an2\x806'",2019-10-15 22:47:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
10746,"boxersforlife: hey @betoorourke since you2\x80\x99re all about the #metoo movement and believing all women, @lgjustinfairfax the lt. governor o2\x806'",2019-10-15 22:47:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
10747,taranaburke: the rate of sexual violence in indigenous communities is beyond alarming and they are the group with the largest number of2\x806',2019-10-15 22:47:00,0.331,0.592,0.077,-0.6486,negative,{'sexual'}
10748,"repbarbaralee: to the silence breakers - tarana burke, chanel miller, cyntoia brown, aly raisman, anita hill, christine blasey ford, fa2\x806'",2019-10-15 22:47:00,0.0,1.0,0.0,0.0,neutral,set()
10749,sfpelosi: this epstein case is horrific and the young women deserve justice. it is quite likely that some of our faves are implicated b2\x806',2019-10-15 22:47:00,0.234,0.585,0.181,-0.25,negative,{'women'}
10750," @betoorourke: two years ago, millions shared a hashtag, as part of a movement that changed our country. on #metoo's 2nd anniversary, let2\x806""",2019-10-15 22:47:00,0.0,0.862,0.138,0.34,positive,"{'two', 'years', 'movement'}"
10751,msgsxr: this thread is a must-read. start with naomi wolf2\x80\x99s op-ed. force yourself to read the other articles. this is the world when i2\x806',2019-10-15 22:47:00,0.0,1.0,0.0,0.0,neutral,set()
10752,"domesticworkers: #metoo: two years since survivors took @taranaburke2\x80\x99s hashtag viral, each new story reminding survivors everywhere tha2\x806'",2019-10-15 22:47:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
10753,"svleadershiplab: as we celebrate 2 years of #metoo, grateful for scientist @jjforegon who 2 decades ago through her research gave us th2\x806'",2019-10-15 22:46:00,0.0,0.621,0.379,0.7717,positive,{'years'}
10754,taranaburke: the rate of sexual violence in indigenous communities is beyond alarming and they are the group with the largest number of2\x806',2019-10-15 22:46:00,0.331,0.592,0.077,-0.6486,negative,{'sexual'}
10755,abc730: pulitzer prize winning reporter @ronanfarrow reveals the personal cost of exposing superstar film producer and sexual predator2\x806',2019-10-15 22:46:00,0.096,0.596,0.307,0.6808,positive,{'sexual'}
10756," @kamalaharris: for years, @taranaburke led the #metoo movement. it wasn't until this day in 2017 that sexual assault survivors worldwide2\x806""",2019-10-15 22:46:00,0.241,0.759,0.0,-0.5859,negative,{'sexual'}
10757,taranaburke: the rate of sexual violence in indigenous communities is beyond alarming and they are the group with the largest number of2\x806',2019-10-15 22:46:00,0.331,0.592,0.077,-0.6486,negative,{'sexual'}
10758," @fortunemagazine: hr is not your friend. here's why: https://t.co/ykphfvndo5""",2019-10-15 22:46:00,0.0,0.484,0.516,0.4939,positive,set()
10759,"in the 2nd year of #metoo, the perpetrator playbook was upended2\x80\x94darvo tactic shows success @jennifermgmez12\x806 https://t.co/bpnkccowt7'",2019-10-15 22:46:00,0.161,0.653,0.186,0.128,positive,set()
10760," @nydiavelazquez: two years ago #metoo changed us. it's become part of our national consciousness, demanding better for survivors &amp; futur2\x806""",2019-10-15 22:46:00,0.101,0.745,0.154,0.25,positive,"{'two', 'years'}"
10761," @time: two years ago, @alyssa_milano tweeted, 2\x80\x9cif you've been sexually harassed or assaulted write 2\x80\x98me too2\x80\x99 as a reply to this tweet.2\x80\x9d s2\x806""",2019-10-15 22:46:00,0.257,0.743,0.0,-0.7845,negative,"{'two', 'years'}"
10762,"luxymoo: hey kai, remember when i told you my metoo story because our stories were so similar and asked you to keep it confidential, an2\x806'",2019-10-15 22:45:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
10763,nomoreorg: this week marks the 2nd anniversary of the #metoo hashtag2\x80\x94the beginning of a monumental shift towards exposing &amp; eliminating2\x806',2019-10-15 22:45:00,0.116,0.884,0.0,-0.2732,negative,set()
10764,#metoo needs to be a part of the debate!!! #election2020 https://t.co/pxeq3koljm',2019-10-15 22:45:00,0.0,1.0,0.0,0.0,neutral,set()
10765,gretchencarlson: thanks! i couldn2\x80\x99t participate because of my nda whjch is why i2\x80\x99m fighting so hard to change the law on the hill for o2\x806',2019-10-15 22:45:00,0.197,0.657,0.146,-0.0,neutral,set()
10766,nomoreorg: this week marks the 2nd anniversary of the #metoo hashtag2\x80\x94the beginning of a monumental shift towards exposing &amp; eliminating2\x806',2019-10-15 22:45:00,0.116,0.884,0.0,-0.2732,negative,set()
